tweet_id,class,sentiment
1394752473018028032,Code-mix,NEUTRAL
1223375678189588480,Code-mix,NEUTRAL
1304093273267548160,Code-mix,NEUTRAL
1307673564670300160,Code-mix,NEUTRAL
1307675179057909760,Code-mix,NEUTRAL
1389939744742813696,Code-mix,NEUTRAL
1280801517042368512,Code-mix,NEUTRAL
1281152594891718656,Code-mix,NEUTRAL
1265957974486462464,Code-mix,NEUTRAL
1396079154836148224,Code-mix,NEUTRAL
1257259683280191488,Code-mix,NEUTRAL
1277870249866600448,Code-mix,NEUTRAL
1278595257958096896,Code-mix,NEUTRAL
1255115750962008064,Code-mix,NEUTRAL
1295425555689623552,Code-mix,NEUTRAL
1324802287475269632,Code-mix,NEUTRAL
1325056085607247872,Code-mix,NEUTRAL
1284091399550443520,Code-mix,NEUTRAL
1326260671080763392,Code-mix,NEUTRAL
1122593239016456192,Code-mix,NEUTRAL
1255133268418199552,Code-mix,NEUTRAL
1257813125723762688,Code-mix,NEUTRAL
1147450133757530112,Code-mix,NEUTRAL
1292090116941451264,Code-mix,NEUTRAL
1311615297405808640,Code-mix,NEUTRAL
1268242440504463360,Code-mix,NEUTRAL
1276949440650268672,Code-mix,NEUTRAL
1266024715883331584,Code-mix,NEUTRAL
1279662207400378368,Code-mix,NEUTRAL
1319392762517737472,Code-mix,NEUTRAL
1341660524526886912,Code-mix,NEUTRAL
1293251578011561984,Code-mix,NEUTRAL
1294377094542241792,Code-mix,NEUTRAL
1266125651901386752,Code-mix,NEUTRAL
1268837715069591552,Code-mix,NEUTRAL
1344220585811914752,Code-mix,NEUTRAL
1302575819705982976,Code-mix,NEUTRAL
1283931387591102464,Code-mix,NEUTRAL
1304723235985068032,Code-mix,NEUTRAL
1320431973735780352,Code-mix,NEUTRAL
1263966778528595968,Code-mix,NEUTRAL
1286053723807113216,Code-mix,NEUTRAL
1255168973714440192,Code-mix,NEUTRAL
1270836937402847232,Code-mix,NEUTRAL
1254783667408236544,Code-mix,NEUTRAL
1271228863704678400,Code-mix,NEUTRAL
1258335997697290240,Code-mix,NEUTRAL
1305223927195631616,Code-mix,NEUTRAL
1258353083664543744,Code-mix,NEUTRAL
1259706784429871104,Code-mix,NEUTRAL
1296509935690416128,Code-mix,NEUTRAL
1384087396120072192,Code-mix,NEUTRAL
1262320094652379136,Code-mix,NEUTRAL
1297905896740327424,Code-mix,NEUTRAL
1384958539601436672,Code-mix,NEUTRAL
1347111514608721920,Code-mix,NEUTRAL
1268668905507217408,Code-mix,NEUTRAL
1272174874270760960,Code-mix,NEUTRAL
1298186558231715840,Code-mix,NEUTRAL
1.351468162945e+18,Code-mix,NEUTRAL
1272972334740234240,Code-mix,NEUTRAL
1392068015802437632,Code-mix,NEUTRAL
1348938958873485312,Code-mix,NEUTRAL
1350560611818737664,Code-mix,NEUTRAL
1266628054643851264,Code-mix,NEUTRAL
1355250620798795776,Code-mix,NEUTRAL
1267574590760419328,Code-mix,NEUTRAL
1285584423493283840,Code-mix,NEUTRAL
1306845407205621760,Code-mix,NEUTRAL
1277198957567979520,Code-mix,NEUTRAL
1268774813562212352,Code-mix,NEUTRAL
1269156001971867648,Code-mix,NEUTRAL
1284036326745088000,Code-mix,NEUTRAL
1257888558368653312,Code-mix,NEUTRAL
1256488480324096000,Code-mix,NEUTRAL
1254796862529339392,Code-mix,NEUTRAL
1258620542833364992,Code-mix,NEUTRAL
1258843473836457984,Code-mix,NEUTRAL
1256559309611302912,Code-mix,NEUTRAL
1357338376618168320,Code-mix,NEUTRAL
1258897194230394880,Code-mix,NEUTRAL
1355610336766939136,Code-mix,NEUTRAL
1264839722439933952,Code-mix,NEUTRAL
1259394686470500352,Code-mix,NEUTRAL
1276041530143313920,Code-mix,NEUTRAL
1259940135036227584,Code-mix,NEUTRAL
1256245053141417984,Code-mix,NEUTRAL
1258496549639856128,Code-mix,NEUTRAL
1254770028605345792,Code-mix,NEUTRAL
1261337511390883840,Code-mix,NEUTRAL
1256560386062647296,Code-mix,NEUTRAL
1303420705376284672,Code-mix,NEUTRAL
1265207787711270912,Code-mix,NEUTRAL
1266042224544014336,Code-mix,NEUTRAL
1266236432294670336,Code-mix,NEUTRAL
1353740166662414336,Code-mix,NEUTRAL
1264222274816815104,Code-mix,NEUTRAL
1001349285152280576,Code-mix,NEUTRAL
1014378622428286976,Code-mix,NEUTRAL
1016633997110235136,Code-mix,NEUTRAL
